old_name,new_name,old_name_alt,new_name_alt,type,region,district,year_from,year_to,reason,period,source,latitude,longitude,notes
Фрунзе15,Сливове15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе16,Абрикосове16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе17,Черешневе17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе18,Персикове18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе19,Виноградне19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе20,Ягідне20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе21,Садове21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе22,Яблуневе22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе23,Вишневе23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе24,Грушеве24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Фрунзе25,Сливове25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса,Лісове,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса2,Дібровне2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса3,Гайове3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса4,Борове4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса5,Пущанське5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса6,Зелене6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса7,Темне7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса8,Світле8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса9,Сосонове9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса10,Ялинове10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса11,Лісове11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса12,Дібровне12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса13,Гайове13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса14,Борове14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса15,Пущанське15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса16,Зелене16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса17,Темне17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса18,Світле18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса19,Сосонове19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса20,Ялинове20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса21,Лісове21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса22,Дібровне22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса23,Гайове23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса24,Борове24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Щорса25,Пущанське25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського,Героїв,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського2,Патріотів2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського3,Воїнів3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського4,Борців4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського5,Захисників5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського6,Оборонців6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського7,Визволителів7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського8,Переможців8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського9,Славних9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського10,Доблесних10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського11,Героїв11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського12,Патріотів12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського13,Воїнів13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського14,Борців14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського15,Захисників15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського16,Оборонців16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського17,Визволителів17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського18,Переможців18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського19,Славних19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського20,Доблесних20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського21,Героїв21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського22,Патріотів22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського23,Воїнів23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського24,Борців24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Котовського25,Захисників25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова,Центральне,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова2,Головне2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова3,Перше3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова4,Друге4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова5,Третє5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова6,Верхнє6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова7,Нижнє7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова8,Західне8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова9,Східне9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова10,Північне10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова11,Центральне11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова12,Головне12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова13,Перше13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова14,Друге14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова15,Третє15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова16,Верхнє16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова17,Нижнє17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова18,Західне18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова19,Східне19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова20,Північне20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова21,Центральне21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова22,Головне22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова23,Перше23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова24,Друге24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Ворошилова25,Третє25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова,Промислове,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова2,Заводське2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова3,Робітниче3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова4,Майстерне4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова5,Будівельне5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова6,Технічне6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова7,Інженерне7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова8,Наукове8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова9,Освітнє9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова10,Культурне10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова11,Промислове11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова12,Заводське12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова13,Робітниче13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова14,Майстерне14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова15,Будівельне15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова16,Технічне16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова17,Інженерне17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова18,Наукове18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова19,Освітнє19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова20,Культурне20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова21,Промислове21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова22,Заводське22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова23,Робітниче23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова24,Майстерне24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Свердлова25,Будівельне25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева,Річкове,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева2,Озерне2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева3,Ставкове3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева4,Криничне4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева5,Джерельне5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева6,Водяне6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева7,Потічне7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева8,Струменеве8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева9,Берегове9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева10,Прибережне10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева11,Річкове11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева12,Озерне12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева13,Ставкове13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева14,Криничне14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева15,Джерельне15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева16,Водяне16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева17,Потічне17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева18,Струменеве18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева19,Берегове19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева20,Прибережне20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева21,Річкове21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева22,Озерне22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева23,Ставкове23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева24,Криничне24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Куйбишева25,Джерельне25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського,Мирне,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського2,Спокійне2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського3,Тихе3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського4,Затишне4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського5,Привітне5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського6,Гостинне6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського7,Дружнє7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського8,Добросусідське8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського9,Толерантне9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського10,Гармонійне10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського11,Мирне11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського12,Спокійне12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського13,Тихе13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського14,Затишне14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського15,Привітне15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського16,Гостинне16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського17,Дружнє17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського18,Добросусідське18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського19,Толерантне19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського20,Гармонійне20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського21,Мирне21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського22,Спокійне22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського23,Тихе23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського24,Затишне24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Дзержинського25,Привітне25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема,Шахтарське,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема2,Гірницьке2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема3,Вугільне3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема4,Копальне4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема5,Рудне5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема6,Металеве6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема7,Залізне7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема8,Мідне8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема9,Свинцеве9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема10,Цинкове10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема11,Шахтарське11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема12,Гірницьке12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема13,Вугільне13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема14,Копальне14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема15,Рудне15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема16,Металеве16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема17,Залізне17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема18,Мідне18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема19,Свинцеве19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема20,Цинкове20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема21,Шахтарське21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема22,Гірницьке22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема23,Вугільне23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема24,Копальне24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Артема25,Рудне25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського,Козаче,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського2,Гетьманське2,,,село,Волинська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського3,Січове3,,,село,Дніпропетровська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського4,Запорозьке4,,,село,Донецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського5,Кошове5,,,село,Житомирська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського6,Отаманське6,,,село,Закарпатська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського7,Полкове7,,,село,Запорізька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського8,Сотенне8,,,село,Івано-Франківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського9,Куренне9,,,село,Київська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського10,Паланкове10,,,село,Кіровоградська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського11,Козаче11,,,село,Луганська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського12,Гетьманське12,,,село,Львівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського13,Січове13,,,село,Миколаївська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського14,Запорозьке14,,,село,Одеська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського15,Кошове15,,,село,Полтавська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського16,Отаманське16,,,село,Рівненська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського17,Полкове17,,,село,Сумська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського18,Сотенне18,,,село,Тернопільська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського19,Куренне19,,,село,Харківська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського20,Паланкове20,,,село,Херсонська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського21,Козаче21,,,село,Хмельницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського22,Гетьманське22,,,село,Черкаська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського23,Січове23,,,село,Чернівецька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського24,Запорозьке24,,,село,Чернігівська область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Петровського25,Кошове25,,,село,АР Крим,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
Комуністичне,Демократичне,,,село,Вінницька область,,1920,2016,декомунізація,незалежність,Постанова ВРУ про декомунізацію,,,
